SYSCALL(args) 		 = return
sigprocmask(0x3, 0x7FFEE594AFE4, 0x0)		 = 0x0 0
setitimer(0x0, 0x7FFEE594AF70, 0x7FFEE594AF90)		 = 0 0
ioctl(0x0, 0x80487414, 0x7FFEE594B258)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x1A07)		 = 0 0
kevent_id(0x7FDBE340E5F0, 0x700002E09320, 0x1)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 0 0
thread_selfid(0x0, 0x0, 0x0)		 = 1790194 0
bsdthread_ctl(0x100, 0x0, 0x1A07)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x2807)		 = 0 0
kevent_id(0x7FDBE351D870, 0x700002E8C340, 0x1)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x2807)		 = 0 0
kevent_id(0x7FDBE340EBD0, 0x7FFEE594B000, 0x1)		 = 0 0
kevent_id(0x7FDBE340D940, 0x7FFEE594B0E0, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE340D940, 0x7FFEE594B100, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1A13)		 = 0 0
kevent_id(0x7FDBE340D940, 0x700002E8C330, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x1A13)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x0)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x1A13)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x2813)		 = 0 0
kevent_id(0x7FDBE340D940, 0x700002E09040, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 1 0
bsdthread_ctl(0x100, 0x0, 0x2813)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x0)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x0)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 0 0
kevent_id(0x7FDBE340EBD0, 0x700002E8C6A0, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x2813)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x0)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x2813)		 = 0 0
kevent_id(0x7FDBE340D940, 0x700002E09420, 0x1)		 = 1 0
kevent_id(0x7FDBE340D940, 0x700002E09420, 0x1)		 = 0 0
kevent_id(0x7FDBE340D940, 0x700002E093C0, 0x2)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x2)		 = 0 Err#-2
kevent_id(0x7FDBE340D940, 0x700002E09610, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x0, 0x0)		 = 0 Err#-2
kevent_id(0x7FDBE340EBD0, 0x7FFEE594B2F0, 0x1)		 = 1 0
kevent_id(0x7FDBE340EBD0, 0x7FFEE594B2F0, 0x1)		 = 0 0
kevent_id(0x7FDBE340EBD0, 0x7FFEE594B290, 0x2)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE340EBD0, 0x700002E8CB80, 0x0)		 = 1 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1A1F)		 = 0 0
kevent_id(0x7FDBE351DF10, 0x700002E8C320, 0x1)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x2)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1A1F)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x281F)		 = 0 0
kevent_id(0x7FDBE340D940, 0x700002E093B0, 0x1)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x281F)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1A2B)		 = 0 0
kevent_id(0x7FDBE340E770, 0x700002E8C350, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x1A2B)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x282B)		 = 0 0
kevent_id(0x7FDBE3700450, 0x700002E093B0, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x282B)		 = 0 0
open("/etc/nologin\0", 0x0, 0x0)		 = -1 Err#2
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1C0B)		 = 0 0
kevent_id(0x7FDBE3700690, 0x700002E8C320, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1C0B)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x283B)		 = 0 0
kevent_id(0x7FDBE3700430, 0x700002E09340, 0x1)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x283B)		 = 0 0
kevent_id(0x7FDBE340EB00, 0x7FFEE594A7F0, 0x1)		 = 0 0
kevent_id(0x7FDBE340E5E0, 0x7FFEE594A8D0, 0x1)		 = 0 0
kevent_id(0x7FDBE340E5E0, 0x7FFEE594A8F0, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1C17)		 = 0 0
kevent_id(0x7FDBE340E5E0, 0x700002E09330, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x1C17)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x0)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x1C17)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x2847)		 = 0 0
kevent_id(0x7FDBE340E5E0, 0x700002E8C040, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x2847)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x0)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x1)		 = 1 0
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x0)		 = 0 0
kevent_id(0x7FDBE340EB00, 0x700002E096A0, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x2847)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x0)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x2847)		 = 0 0
kevent_id(0x7FDBE340E5E0, 0x700002E8C610, 0x1)		 = 0 0
kevent_id(0x7FDBE340EB00, 0x7FFEE594AAE0, 0x1)		 = 1 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE340EB00, 0x7FFEE594AAE0, 0x1)		 = 0 0
kevent_id(0x7FDBE340EB00, 0x7FFEE594AA80, 0x2)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1C23)		 = 0 0
kevent_id(0x7FDBE351DF10, 0x700002E09320, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x2)		 = 0 Err#-2
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x1C23)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x2853)		 = 0 0
kevent_id(0x7FDBE340D940, 0x700002E8C3B0, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x2853)		 = 0 0
<W> fish: Current terminal parameters have rows and/or columns set to zero.
<W> fish: The stty command can be used to correct this (e.g., stty rows 80 columns 24).
[30m(B[m[2m^J(B[m                                                                              ^J  [KWelcome to fish, the friendly interactive shell
]0;fish /private/var/root[?2004hworkq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 0
__disable_threadsignal(0x1, 0x0, 0x0)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x2507)		 = 0 0
kevent_id(0x7FDBE351DF10, 0x700002E8C330, 0x1)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x2507)		 = 0 0
thread_selfid(0x0, 0x0, 0x0)		 = 1790324 0
bsdthread_ctl(0x100, 0x0, 0x285B)		 = 0 0
kevent_id(0x7FDBE351DF90, 0x700002E093B0, 0x1)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x285B)		 = 0 0
setpriority(0x0, 0x0, 0x0)		 = 0 0
setitimer(0x0, 0x7FFEE594B720, 0x7FFEE594B740)		 = 0 0
sigaction(0x1, 0x7FFEE594B718, 0x7FFEE594B740)		 = 0 0
auditon(0x25, 0x7FFEE594B730, 0x8)		 = 0 0
getaudit_addr(0x7FFEE594B6F8, 0x30, 0x0)		 = 0 0
open_nocancel("/etc/security/audit_user\0", 0x0, 0x1B6)		 = 3 0
fstat64(0x3, 0x7FFEE594B358, 0x0)		 = 0 0
read_nocancel(0x3, "#\n# $P4: //depot/projects/trustedbsd/openbsm/etc/audit_user#3 $\n#\nroot:lo:no\n\001\0", 0x10000)		 = 77 0
open_nocancel("/etc/security/audit_class\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFEE594B218, 0x0)		 = 0 0
read_nocancel(0x4, "#\n# $P4: //depot/projects/trustedbsd/openbsm/etc/audit_class#6 $\n#\n0x00000000:no:invalid class\n0x00000001:fr:file read\n0x00000002:fw:file write\n0x00000004:fa:file attribute access\n0x00000008:fm:file attribute modify\n0x00000010:fc:file create\n0x00000020:fd:", 0x10000)		 = 611 0
lseek(0x4, 0x0, 0x1)		 = 611 0
open_nocancel("/etc/security/audit_control\0", 0x0, 0x1B6)		 = 5 0
fstat64(0x5, 0x7FFEE594B208, 0x0)		 = 0 0
read_nocancel(0x5, "#\n# $P4: //depot/projects/trustedbsd/openbsm/etc/audit_control#8 $\n#\ndir:/var/audit\nflags:lo,aa\nminfree:5\nnaflags:lo,aa\npolicy:cnt,argv\nfilesz:2M\nexpire-after:10M\nsuperuser-set-sflags-mask:has_authenticated,has_console_access\nsuperuser-clear-sflags-mask:ha", 0x10000)		 = 358 0
setaudit_addr(0x7FFEE594B6F8, 0x30, 0x0)		 = 0 0
geteuid(0x0, 0x0, 0x0)		 = 0 0
getegid(0x0, 0x0, 0x0)		 = 0 0
auditon(0x1D, 0x7FFEE594B648, 0x30)		 = 0 0
audit(0x7FDBE4042E00, 0x48, 0x0)		 = 0 0
access(".hushlogin\0", 0x0, 0x0)		 = -1 Err#2
access("/etc/localtime\0", 0x4, 0x0)		 = 0 0
open_nocancel("/etc/localtime\0", 0x0, 0x0)		 = 6 0
fstat64(0x6, 0x7FFEE594B1F8, 0x0)		 = 0 0
read_nocancel(0x6, "TZif2\0", 0xA1E8)		 = 556 0
close_nocancel(0x6)		 = 0 0
issetugid(0x0, 0x0, 0x0)		 = 0 0
open_nocancel("/var/db/timezone/zoneinfo/posixrules\0", 0x0, 0x0)		 = 6 0
fstat64(0x6, 0x7FFEE594B048, 0x0)		 = 0 0
read_nocancel(0x6, "TZif2\0", 0xA1E8)		 = 3519 0
close_nocancel(0x6)		 = 0 0
chflags("/dev/ttys005\0", 0x0, 0x0)		 = -1 Err#45
chown("/dev/ttys005\0", 0x0, 0x4)		 = 0 0
chmod(0x7FDBE3402ED0, 0x190, 0x0)		 = 0 0
issetugid(0x0, 0x0, 0x0)		 = 0 0
geteuid(0x0, 0x0, 0x0)		 = 0 0
open("/Library/Preferences/com.apple.Kerberos.plist\0", 0x0, 0x1B6)		 = -1 Err#2
geteuid(0x0, 0x0, 0x0)		 = 0 0
open_nocancel("/Library/Preferences/edu.mit.Kerberos\0", 0x0, 0x1B6)		 = -1 Err#2
geteuid(0x0, 0x0, 0x0)		 = 0 0
open_nocancel("/etc/krb5.conf\0", 0x0, 0x1B6)		 = -1 Err#2
issetugid(0x0, 0x0, 0x0)		 = 0 0
issetugid(0x0, 0x0, 0x0)		 = 0 0
geteuid(0x0, 0x0, 0x0)		 = 0 0
open("/Library/Managed Preferences/.GlobalPreferences.plist\0", 0x0, 0x1B6)		 = -1 Err#2
issetugid(0x0, 0x0, 0x0)		 = 0 0
csops(0x0, 0x0, 0x7FFEE594AD24)		 = 0 0
geteuid(0x0, 0x0, 0x0)		 = 0 0
getegid(0x0, 0x0, 0x0)		 = 0 0
setegid(0x0, 0x0, 0x0)		 = 0 0
seteuid(0x0, 0x0, 0x0)		 = 0 0
seteuid(0x0, 0x0, 0x0)		 = 0 0
setegid(0x0, 0x0, 0x0)		 = 0 0
geteuid(0x0, 0x0, 0x0)		 = 0 0
getegid(0x0, 0x0, 0x0)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x2513)		 = 0 0
kevent_id(0x7FDBE340E6A0, 0x700002E8C320, 0x1)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x2513)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x286B)		 = 0 0
kevent_id(0x7FDBE340D9F0, 0x700002E09340, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x286B)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 0 0
kevent_id(0x7FDBE340ED50, 0x7FFEE594A7B0, 0x1)		 = 0 0
kevent_id(0x7FDBE340E770, 0x7FFEE594A890, 0x1)		 = 0 0
kevent_id(0x7FDBE340E770, 0x7FFEE594A8B0, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x251F)		 = 0 0
kevent_id(0x7FDBE340E770, 0x700002E09330, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x251F)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x0)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x251F)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x2877)		 = 0 0
kevent_id(0x7FDBE340E770, 0x700002E8C040, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x1)		 = 1 0
bsdthread_ctl(0x100, 0x0, 0x2877)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x0)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x0)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x1)		 = 0 0
kevent_id(0x7FDBE340ED50, 0x700002E096A0, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x2877)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x0)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x2877)		 = 0 0
kevent_id(0x7FDBE340E770, 0x700002E8C420, 0x1)		 = 0 0
kevent_id(0x7FDBE340E770, 0x700002E8C3C0, 0x2)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x2)		 = 0 Err#-2
kevent_id(0x7FDBE340E770, 0x700002E8C610, 0x1)		 = 0 0
kevent_id(0x7FDBE340ED50, 0x7FFEE594AAA0, 0x1)		 = 1 0
workq_kernreturn(0x100, 0x0, 0x0)		 = 0 Err#-2
kevent_id(0x7FDBE340ED50, 0x7FFEE594AAA0, 0x1)		 = 0 0
kevent_id(0x7FDBE340ED50, 0x7FFEE594AA40, 0x2)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE340ED50, 0x700002E09B80, 0x0)		 = 1 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x252B)		 = 0 0
kevent_id(0x7FDBE340D990, 0x700002E093B0, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x2)		 = 0 Err#-2
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x252B)		 = 0 0
geteuid(0x0, 0x0, 0x0)		 = 0 0
getuid(0x0, 0x0, 0x0)		 = 0 0
setreuid(0x0, 0x0, 0x0)		 = 0 0
setreuid(0x0, 0x0, 0x0)		 = 0 0
open_nocancel("/var/run/utmpx\0", 0x2, 0x1B6)		 = 6 0
fcntl_nocancel(0x6, 0x2, 0x1)		 = 0 0
fstat64(0x6, 0x7FFEE594B360, 0x0)		 = 0 0
fstat64(0x6, 0x7FFEE594B198, 0x0)		 = 0 0
read_nocancel(0x6, "utmpx-1.00\0", 0x10000)		 = 5652 0
lseek(0x6, 0x0, 0x1)		 = 5652 0
lseek(0x6, 0x13A0, 0x0)		 = 5024 0
write_nocancel(0x6, "root\0", 0x274)		 = 628 0
getuid(0x0, 0x0, 0x0)		 = 0 0
getgid(0x0, 0x0, 0x0)		 = 0 0
stat64("/etc/asl/.noquota\0", 0x7FFEE594B240, 0x0)		 = -1 Err#2
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1D03)		 = 0 0
kevent_id(0x7FDBE3601EA0, 0x700002E8C320, 0x1)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1D03)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1C3B)		 = 0 0
kevent_id(0x7FDBE35087E0, 0x700002E09340, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x1C3B)		 = 0 0
kevent_id(0x7FDBE3602690, 0x7FFEE594A790, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE3601EF0, 0x7FFEE594A870, 0x1)		 = 0 0
kevent_id(0x7FDBE3601EF0, 0x7FFEE594A890, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1D0F)		 = 0 0
kevent_id(0x7FDBE3601EF0, 0x700002E8C330, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE351D980, 0x700002E8CB80, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x1D0F)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x0)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x1D0F)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1C47)		 = 0 0
kevent_id(0x7FDBE3601EF0, 0x700002E09040, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1C47)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x0)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 1 0
kevent_id(0x7FDBE3602690, 0x700002E8C6A0, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x1C47)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x0)		 = 0 0
thread_selfid(0x0, 0x0, 0x0)		 = 1790326 0
kevent_id(0x7FDBE3601EF0, 0x700002E09040, 0x1)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002F0FB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1C47)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x0)		 = 0 0
kevent_id(0x7FDBE3602690, 0x700002F0F6A0, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x0, 0x1C47)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE3601EF0, 0x700002E09610, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002F0FB80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE3602690, 0x7FFEE594AA80, 0x1)		 = 1 0
kevent_id(0x7FDBE3602690, 0x7FFEE594AA80, 0x1)		 = 0 0
kevent_id(0x7FDBE3602690, 0x7FFEE594AA20, 0x2)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x2)		 = 0 Err#-2
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1E03)		 = 0 0
kevent_id(0x7FDBE340E630, 0x700002E093B0, 0x1)		 = 0 0
kevent_id(0x7FDBE351D980, 0x700002E09B80, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002F0FB80, 0x1)		 = 0 Err#-2
bsdthread_ctl(0x100, 0x0, 0x1E03)		 = 0 0
access("/var/root\0", 0x0, 0x0)		 = 0 0
sigaction(0x1, 0x7FFEE594B718, 0x7FFEE594B740)		 = 0 0
fork()		 = 25569 0
[30m(B[m]0;fish /private/var/root[92mroot(B[m@(B[mJoys-MacBook-Pro(B[m [31m/p/v/root(B[m(B[m# [K[30m(B[m]0;fish /private/var/root[92mroot(B[m@(B[mJoys-MacBook-Pro(B[m [31m/p/v/root(B[m(B[m# [Kworkq_kernreturn(0x100, 0x700002F0FB80, 0x1)		 = 0 0
__disable_threadsignal(0x1, 0x0, 0x0)		 = 0 0
workq_kernreturn(0x100, 0x700002E09B80, 0x1)		 = 0 0
__disable_threadsignal(0x1, 0x0, 0x0)		 = 0 0
[92mroot(B[m@(B[mJoys-MacBook-Pro(B[m [31m/p/v/root(B[m(B[m# [K
[30m(B[m[30m(B[m[?2004l
Last login: Tue Nov  3 11:19:24 on ttys005
wait4(0x63E1, 0x7FFEE594B858, 0x0)		 = 25569 0
chown("/dev/ttys005\0", 0x0, 0x0)		 = 0 0
chmod(0x7FDBE3402ED0, 0x1B6, 0x0)		 = 0 0
lseek(0x6, 0x0, 0x1)		 = 5652 0
lseek(0x6, 0x13A0, 0x0)		 = 5024 0
write_nocancel(0x6, "root\0", 0x274)		 = 628 0
getuid(0x0, 0x0, 0x0)		 = 0 0
getgid(0x0, 0x0, 0x0)		 = 0 0
lseek(0x6, 0x274, 0x0)		 = 628 0
read_nocancel(0x6, "\0", 0x10000)		 = 5024 0
issetugid(0x0, 0x0, 0x0)		 = 0 0
geteuid(0x0, 0x0, 0x0)		 = 0 0
open("/Library/Preferences/com.apple.Kerberos.plist\0", 0x0, 0x1B6)		 = -1 Err#2
geteuid(0x0, 0x0, 0x0)		 = 0 0
open_nocancel("/Library/Preferences/edu.mit.Kerberos\0", 0x0, 0x1B6)		 = -1 Err#2
geteuid(0x0, 0x0, 0x0)		 = 0 0
open_nocancel("/etc/krb5.conf\0", 0x0, 0x1B6)		 = -1 Err#2
issetugid(0x0, 0x0, 0x0)		 = 0 0
issetugid(0x0, 0x0, 0x0)		 = 0 0
geteuid(0x0, 0x0, 0x0)		 = 0 0
open("/Library/Managed Preferences/.GlobalPreferences.plist\0", 0x0, 0x1B6)		 = -1 Err#2
issetugid(0x0, 0x0, 0x0)		 = 0 0
csops(0x0, 0x0, 0x7FFEE594ACF4)		 = 0 0
issetugid(0x0, 0x0, 0x0)		 = 0 0
getuid(0x0, 0x0, 0x0)		 = 0 0
